"","incidenceRate","medIncome","popEst2015","povertyPercent","studyPerCap","binnedInc","MedianAge","MedianAgeMale","MedianAgeFemale","AvgHouseholdSize","PercentMarried","PctMarriedHouseholds","BirthRate","deathRate","modeEdu18_24","PctNoHS18_24","PctBachDeg25_Over","modeHI","IDW"
"1371",460.2,44732,8212,16.8,0,"(42724.4, 45201]",42.8,41.5,44.2,2.48,54.8,53.71046229,6.105990783,191.3,"HS18_24",8.7,8,"PrivateCoverage","90to95"
"1372",502.2,37666,43570,19.5,183.6125775,"(37413.8, 40362.7]",40.4,39,42,2.48,55.8,53.03021379,5.4866708,192,"HS18_24",20.7,9,"PrivateCoverage","90to95"
"1373",564.2,34126,12228,22.7,0,"[22640, 34218.1]",40.4,39.5,40.7,2.76,51,52.0828485,4.990825688,238.5,"HS18_24",22.4,9.1,"PrivateCoverage","95to100"
"1374",493.5,24868,27337,33.5,0,"[22640, 34218.1]",41.1,39.2,42.5,2.44,46.6,42.08152958,3.381417714,223,"HS18_24",20.6,5,"PublicCoverage","95to100"
"1375",483.6,66939,127712,8,0,"(61494.5, 125635]",36.2,35.7,36.6,2.77,58.2,58.57880964,5.289605924,175.7,"HS18_24",13,20.1,"PrivateCoverage","90to95"
"1376",490.8,42812,20116,19.2,0,"(42724.4, 45201]",41.1,40,43.3,2.51,49.1,48.49370789,4.047026905,176.5,"HS18_24",16.7,10.9,"PrivateCoverage","77to90"
"1377",525,40224,48325,23.1,269.0118986,"(37413.8, 40362.7]",41.9,40.5,43.4,2.41,51.7,50.45658567,4.636200208,198.2,"HS18_24",22.2,10.3,"PrivateCoverage","90to95"
"1378",492.9,41538,29809,17.5,0,"(40362.7, 42724.4]",41,38.8,42.8,2.42,48.3,50.06790403,4.910307084,179.1,"HS18_24",10.8,11.8,"PrivateCoverage","77to90"
"1379",639.7,41910,8321,18.6,0,"(40362.7, 42724.4]",41,39.8,41.5,2.54,53.4,49.89403573,6.52995143,236.8,"SomeCol18_24",22.3,9.2,"PrivateCoverage","95to100"
"1380",522.1,28647,13484,33,0,"[22640, 34218.1]",40.7,39.4,42.9,2.41,48.7,44.95813615,6.230133503,232.3,"HS18_24",19.9,5.1,"PublicCoverage","95to100"
"1381",490,41547,20018,19.2,249.7752023,"(40362.7, 42724.4]",42.5,41.1,43.8,2.71,56,58.83239688,7.765151515,199.5,"HS18_24",23.1,5.1,"PrivateCoverage","95to100"
"1382",536.2,54924,78702,12.3,216.0046759,"(54545.6, 61494.5]",39.3,38.5,39.7,2.71,53.7,56.06891428,4.763673015,174,"HS18_24",10.7,9.2,"PrivateCoverage","95to100"
"1383",460.2,35219,12938,20.6,0,"(34218.1, 37413.8]",41.2,40.1,42.1,2.44,53.6,52.7820711,5.23255814,202.9,"HS18_24",29,4.5,"PrivateCoverage","95to100"
"1384",525,42640,12681,18.2,0,"(40362.7, 42724.4]",42.6,42.3,42.9,2.39,55.2,50.10391083,7.912885662,224.7,"HS18_24",7.7,7.7,"PrivateCoverage","90to95"
"1385",501.3,37705,38343,20.2,0,"(37413.8, 40362.7]",33.7,33.5,34.2,2.35,43.8,44.97101254,3.144290123,195.3,"HS18_24",2.5,16.1,"PrivateCoverage","90to95"
"1386",518.7,52349,92066,13.2,65.17063846,"(51046.4, 54545.6]",37.3,35.9,38.5,2.49,47.2,46.76269132,4.943288381,198.6,"SomeCol18_24",9.4,18.2,"PrivateCoverage","90to95"
"1387",534.8,40701,4874,17,0,"(40362.7, 42724.4]",42.3,41.5,43.1,2.39,58.4,54.58960661,5.540166205,213.4,"HS18_24",15,7.9,"PrivateCoverage","95to100"
"1388",503.6,43615,10699,20.4,0,"(42724.4, 45201]",36.9,35.3,38.8,2.63,45.9,45.73721163,5.617495712,217.3,"HS18_24",18.5,6.3,"PrivateCoverage","90to95"
"1389",541.3,34991,27158,23.9,0,"(34218.1, 37413.8]",40.1,38.9,41.2,2.54,51.9,52.61752646,4.045610747,232.1,"SomeCol18_24",14.4,7.9,"PrivateCoverage","95to100"
"1390",501.8,29344,15808,30.6,0,"[22640, 34218.1]",42.1,40.8,43.3,2.44,58.7,55.74874687,5.148741419,254.3,"SomeCol18_24",17.9,5.1,"PrivateCoverage","95to100"
"1391",469.2,36736,73309,21.6,0,"(34218.1, 37413.8]",28.5,26.6,31.1,2.67,51.1,51.65941773,8.722576079,183.6,"HS18_24",12.2,10.4,"PrivateCoverage","Lt77"
"1392",522.6,49012,35757,16,0,"(48021.6, 51046.4]",41.7,39.6,43,2.49,52.6,50.3774783,4.293271005,210.6,"HS18_24",13.7,13.8,"PrivateCoverage","90to95"
"1393",572.1,25215,21013,38.2,0,"[22640, 34218.1]",39.1,37.1,41.4,2.53,48.2,47.61904762,7.638737758,266.2,"HS18_24",30.4,5.3,"PublicCoverage","90to95"
"1394",405.4,39184,11954,20.9,0,"(37413.8, 40362.7]",37.6,35.8,39.2,2.44,54.6,51.35914333,6.036139946,202.4,"NoHS18_24",15.6,9.6,"PrivateCoverage","95to100"
"1395",474.6,35664,16759,20.6,0,"(34218.1, 37413.8]",43.2,41.3,46.1,2.36,53.6,51.49921842,5.73089701,205.8,"SomeCol18_24",16.6,8.4,"PrivateCoverage","77to90"
"1396",436,41382,163591,19,434.0092059,"(40362.7, 42724.4]",38.8,37.6,40.4,2.49,46.7,44.75893652,5.466762526,160,"HS18_24",20.1,13.7,"PrivateCoverage","77to90"
"1397",407.4,63184,6571,10.9,0,"(61494.5, 125635]",36.4,35.9,37.1,2.48,58.5,60.15310234,10.65292096,150.7,"HS18_24",15.8,14.3,"PrivateCoverage","90to95"
"1398",379.5,40593,11543,18.3,0,"(40362.7, 42724.4]",40.9,40.1,41.8,2.49,55.5,53.51960147,4.941176471,136.5,"HS18_24",26.1,14,"PrivateCoverage","77to90"
"1399",373.1,66846,24130,8.4,0,"(61494.5, 125635]",40.1,39.8,40.5,2.46,51.2,50.77934471,4.116913206,125.2,"SomeCol18_24",10.7,34.2,"PrivateCoverage","90to95"
"1400",337.1,31227,6251,29.9,0,"[22640, 34218.1]",46.1,45.5,46.9,2.39,52.1,44.03387221,7.037358818,145.4,"NoHS18_24",35.2,17.9,"PublicCoverage","77to90"
"1401",358.5,59603,7879,9.9,0,"(54545.6, 61494.5]",40.7,40.5,41,2.31,45.7,40.63444109,4.135338346,97.9,"BachDeg18_24",7.8,39.7,"PrivateCoverage","95to100"
"1402",364,44562,2399,13.9,0,"(42724.4, 45201]",49.8,49.4,49.9,2.44,50.9,49.00105152,5.925925926,133.8,"NoHS18_24",27.1,14.7,"PrivateCoverage","90to95"
"1403",259,68352,30257,9.7,0,"(61494.5, 125635]",37.1,36.5,38.5,2.82,49,49.62042788,6.966359035,87.6,"HS18_24",12.8,32.3,"PrivateCoverage","77to90"
"1404",429.1,62380,23385,9.5,0,"(61494.5, 125635]",49.4,49.4,49.3,2.42,60.1,59.71192986,2.019315189,145,"HS18_24",17,18.6,"PrivateCoverage","90to95"
"1405",381.7,45784,4864,11.4,0,"(45201, 48021.6]",44.4,41.8,45.6,2.3,60.9,58.32908813,6.155507559,118.4,"HS18_24",22.7,12.6,"PrivateCoverage","95to100"
"1406",421.7,33881,31696,23.1,0,"[22640, 34218.1]",38.8,36.8,39.9,2.62,50.3,49.02337229,3.264508929,198.2,"HS18_24",23.3,7.4,"PrivateCoverage","77to90"
"1407",389.5,61501,285174,10.5,171.8249209,"(61494.5, 125635]",406.8,33.3,34.4,2.8,55,57.01953465,6.80980854,150.7,"SomeCol18_24",14.4,17.8,"PrivateCoverage","77to90"
"1408",427.2,46838,10146,14,0,"(45201, 48021.6]",36,36.5,35.9,2.6,55.2,50.6080207,4.737575476,184.3,"HS18_24",20.8,14.7,"PrivateCoverage","90to95"
"1409",489,85336,948053,9,146.6162757,"(61494.5, 125635]",39.7,38.1,41.1,2.76,50.8,53.23821488,4.646681703,142,"HS18_24",14.8,25.7,"PrivateCoverage","Lt77"
"1410",486.8,65809,895841,12.2,222.1376338,"(61494.5, 125635]",40.1,38.2,41.7,2.51,46.8,46.28481184,5.248472648,157.5,"HS18_24",14,20.5,"PrivateCoverage","Lt77"
"1411",480.9,73413,183603,7.7,92.59107967,"(61494.5, 125635]",46,44.8,47.1,2.46,53.8,53.68635766,3.812301967,151.2,"HS18_24",11.7,19.5,"PrivateCoverage","90to95"
"1412",488.8,76365,164063,7.9,115.8091709,"(61494.5, 125635]",44.2,43.1,45.5,2.4,52.2,52.46457038,4.041212898,154.9,"HS18_24",9.2,22.2,"PrivateCoverage","77to90"
"1413",500.1,60387,859470,13,250.1541648,"(54545.6, 61494.5]",39.8,38.1,41.1,2.56,44.7,45.04306379,4.240824844,169,"SomeCol18_24",12.6,18.4,"PrivateCoverage","Lt77"
"1414",490.4,65813,271863,11.1,367.8323273,"(61494.5, 125635]",40.7,38.7,42.5,2.45,48.7,48.23231138,4.578351666,162.6,"HS18_24",8.7,17.7,"PrivateCoverage","77to90"
"1415",471.5,78653,151420,7.5,6.604147405,"(61494.5, 125635]",38.1,36.5,39.6,2.49,46.8,53.2505921,2.555885972,152.3,"HS18_24",5.1,21.4,"PrivateCoverage","77to90"
"1416",431.4,57547,116573,10.3,0,"(54545.6, 61494.5]",40.4,39.2,41.6,2.53,46.9,48.29027012,3.936336507,172.2,"HS18_24",9.1,13.9,"PrivateCoverage","90to95"
"1417",494.6,39546,22583,18.1,929.9030244,"(37413.8, 40362.7]",38.9,37.8,40.4,2.95,49,57.33598975,4.179860671,212.4,"HS18_24",25.3,6.1,"PrivateCoverage","Lt77"
"1418",488,34425,26777,23.9,0,"(34218.1, 37413.8]",42.2,41.5,43.3,2.47,52.3,50.18597731,5.630397237,200.3,"HS18_24",24.7,9.3,"PrivateCoverage","77to90"
"1419",527.2,54271,173533,14.1,11.52518541,"(51046.4, 54545.6]",37,35.1,38.4,2.71,48.8,50.31450694,6.068779501,190.7,"SomeCol18_24",15.5,14.1,"PrivateCoverage","Lt77"
"1420",485.9,64632,556779,12.3,474.1558141,"(61494.5, 125635]",37.5,36.1,38.8,2.63,45.2,46.45074851,4.724925622,177.2,"HS18_24",14,20.6,"PrivateCoverage","Lt77"
"1421",493.3,53316,215622,13.9,519.4275167,"(51046.4, 54545.6]",47,45.4,48.3,2.52,51.1,50.71997832,5.256787135,168.7,"HS18_24",17.8,13.5,"PrivateCoverage","77to90"
"1422",483.7,69992,672228,18.4,651.5646477,"(61494.5, 125635]",33.7,33.5,33.9,2.22,27.3,23.91565163,4.581891653,182.3,"BachDeg18_24",10.5,23.3,"PrivateCoverage","Lt77"
"1423",447.8,44325,259964,21.6,115.4005939,"(42724.4, 45201]",30.8,29.9,31.8,2.46,37.7,38.96880138,3.204859373,182.4,"BachDeg18_24",5.5,21.5,"PrivateCoverage","Lt77"
"1424",475.3,47121,27420,19.6,0,"(45201, 48021.6]",36.6,35.5,38,3,47.9,56.27056673,5.915444937,206.1,"HS18_24",17.9,7.5,"PrivateCoverage","77to90"
"1425",501.1,44800,181635,15.6,16.51664052,"(42724.4, 45201]",39.8,38.3,41,2.54,49,47.33223403,5.729334092,191.5,"HS18_24",19.6,14.4,"PrivateCoverage","77to90"
"1426",434.4,39980,26928,22.6,0,"(37413.8, 40362.7]",39.6,36.8,44.9,2.72,39.5,45.24515393,2.467138524,209.9,"HS18_24",27.5,7.8,"PrivateCoverage","77to90"
"1427",464.8,47973,568088,14.5,51.04842912,"(45201, 48021.6]",46.6,45.1,47.9,2.46,48.6,47.33045769,4.967904974,181.2,"HS18_24",15.3,16.9,"PrivateCoverage","77to90"
"1428",438.3,51485,1896425,14.5,216.723572,"(51046.4, 54545.6]",40,38.6,41.1,2.73,43.1,43.04294896,4.663810807,157.6,"SomeCol18_24",17.1,19.8,"PrivateCoverage","Lt77"
"1429",495.8,26504,8479,33.2,0,"[22640, 34218.1]",42.4,41.2,45.1,2.7,30.9,31.3027179,7.343412527,154.5,"HS18_24",22.3,7.8,"PublicCoverage","Lt77"
"1430",381.9,35256,14462,22.3,0,"(34218.1, 37413.8]",40.5,39.7,42.3,2.64,44.6,49.81187291,4.5,174.7,"HS18_24",16.9,8.2,"PrivateCoverage","77to90"
"1431",412.7,43242,173115,11.9,17.32952084,"(42724.4, 45201]",57.3,56.2,58,2.26,55.8,53.69071476,4.954881717,149.8,"HS18_24",23.5,13.1,"PrivateCoverage","90to95"
"1432",452.5,36383,141058,20.1,42.53569454,"(34218.1, 37413.8]",55.4,54.4,56.1,2.25,54.6,51.06536419,3.923080412,184.3,"HS18_24",24.1,11.1,"PrivateCoverage","90to95"
"1433",471.3,58539,203967,10.9,88.24956978,"(54545.6, 61494.5]",39,37.6,40,2.84,53.4,56.88094652,3.920755108,182.6,"HS18_24",16,16.7,"PrivateCoverage","77to90"
"1434",346.3,58403,357305,14.3,50.37712878,"(54545.6, 61494.5]",48.5,46.7,50.2,2.59,54.4,54.17744518,5.163886194,123.2,"HS18_24",19.2,19.8,"PrivateCoverage","77to90"
"1435",453.7,38484,68348,21.7,73.15503014,"(37413.8, 40362.7]",40.4,38.2,42.8,2.66,45,45.64703897,4.905335628,203.3,"HS18_24",24.3,9,"PrivateCoverage","77to90"
"1436",392.9,36945,35458,29.7,0,"(34218.1, 37413.8]",40.1,38.4,41.8,2.78,44.2,48.09574657,8.085035152,160.4,"NoHS18_24",40.4,6.8,"PublicCoverage","77to90"
"1437",436.6,32121,16203,27.1,0,"[22640, 34218.1]",46.9,44.3,49.5,2.41,45.8,47.2318625,5.828779599,195.9,"NoHS18_24",39.8,6.1,"PublicCoverage","77to90"
"1438",504.4,46013,913010,18.2,359.2512678,"(45201, 48021.6]",36,34.6,37.6,2.58,43.2,41.79490974,5.094111629,189.2,"HS18_24",17.1,18.7,"PrivateCoverage","Lt77"
"1439",444.2,46139,311003,15.3,234.7244239,"(45201, 48021.6]",37.2,34.9,39.6,2.53,41.3,41.92591941,4.387164057,186.7,"HS18_24",12.9,16.4,"PrivateCoverage","Lt77"
"1440",510.4,33315,15068,28.1,0,"[22640, 34218.1]",40.2,38.2,41.7,2.53,41.3,40.56014847,8.967468175,197.7,"HS18_24",18.7,9.9,"PrivateCoverage","Lt77"
"1441",444.8,51556,105392,11.6,0,"(51046.4, 54545.6]",49.6,48.1,50.5,0.0271,54.2,57.66982409,4.063558218,174.6,"HS18_24",21.4,15.1,"PrivateCoverage","77to90"
"1442",412,36788,11761,25.3,0,"(34218.1, 37413.8]",42.1,39.1,48.7,2.24,49.8,50.50714615,4.934210526,216.2,"NoHS18_24",37.6,10.1,"PrivateCoverage","77to90"
"1443",403.4,35849,46036,25.6,0,"(34218.1, 37413.8]",40.2,38.8,41.2,2.53,39.6,39.47182268,4.18136909,184.7,"HS18_24",24.7,10.4,"PrivateCoverage","Lt77"
"1444",383.8,40788,17199,19.8,0,"(40362.7, 42724.4]",42,36.5,45.8,2.54,47.3,52.06077259,6.283213504,209.2,"NoHS18_24",39.5,7.7,"PrivateCoverage","90to95"
"1445",354.9,38783,13670,21.1,0,"(37413.8, 40362.7]",45.3,42.5,48,3.04,44.3,51.65816327,1.600365798,135.3,"NoHS18_24",38.6,5.8,"PublicCoverage","77to90"
"1446",434.7,38419,15871,23.1,0,"(37413.8, 40362.7]",43.3,41.3,46.2,2.52,44.8,50.17760329,4.887361588,189.1,"HS18_24",29.4,11.5,"PrivateCoverage","77to90"
"1447",336.8,31734,14295,31.7,0,"[22640, 34218.1]",40.5,36.1,45.6,2.35,39.3,44.32593857,7.14920071,188.4,"HS18_24",36.9,7.2,"PrivateCoverage","Lt77"
"1448",422.3,35371,27502,29.9,0,"(34218.1, 37413.8]",34.8,33.2,36.4,3.33,43.9,52.29719086,6.773043626,161.9,"HS18_24",34.8,7.4,"PublicCoverage","77to90"
"1449",370.1,38494,39119,25.3,0,"(37413.8, 40362.7]",33.8,32.3,34.8,3.18,45.5,48.00352578,7.09833795,163.7,"NoHS18_24",30.6,6.3,"PrivateCoverage","Lt77"
"1450",447.5,40094,178439,15.3,16.81246813,"(37413.8, 40362.7]",48.7,46.9,50,2.45,52.4,51.03190825,5.381697487,178.1,"HS18_24",14.5,10.6,"PrivateCoverage","77to90"
"1451",484,39930,17221,17.3,0,"(37413.8, 40362.7]",43,41.7,45.1,2.47,53.1,51.47954743,7.114728275,194.1,"HS18_24",16.4,9.4,"PrivateCoverage","Lt77"
"1452",413.7,35787,99491,19.5,0,"(34218.1, 37413.8]",52.1,50.2,54,2.39,54,51.71176077,5.119076848,161.6,"HS18_24",33,10.7,"PublicCoverage","77to90"
"1453",474.5,50758,1349050,16.8,386.938957,"(48021.6, 51046.4]",36.6,35.5,37.6,2.64,45.1,44.25647736,4.752577535,168.9,"SomeCol18_24",16,19.5,"PrivateCoverage","Lt77"
"1454",259.6,35651,19324,26.7,0,"(34218.1, 37413.8]",42.1,40,45.1,2.6,48.4,53.30990041,5.39241858,191.5,"HS18_24",28,7.3,"PrivateCoverage","77to90"
"1455",430.4,47548,147919,14.7,27.04182695,"(45201, 48021.6]",50.7,48.7,52.2,2.44,51.7,49.97492434,5.396074172,167.3,"HS18_24",22.4,16.4,"PrivateCoverage","77to90"
"1456",367.9,40205,14081,18,0,"(37413.8, 40362.7]",45.3,42.6,48.8,2.17,46.3,47.51432268,5.135032332,173.5,"NoHS18_24",29.2,11.9,"PrivateCoverage","Lt77"
"1457",380.1,38071,8663,25.6,0,"(37413.8, 40362.7]",36.4,34.5,40.2,2.81,43,54.47252306,7.845659164,208.1,"HS18_24",37.1,7.8,"PrivateCoverage","77to90"
"1458",474.6,46895,325875,13.8,30.68661297,"(45201, 48021.6]",46.4,45.1,47.6,2.57,54.9,55.18108863,5.546022599,171.3,"HS18_24",21.4,14.3,"PrivateCoverage","77to90"
"1459",400.1,49147,701982,16,279.2094384,"(48021.6, 51046.4]",46.9,45.6,48.2,2.59,50.4,50.79532437,4.725806822,142.1,"HS18_24",20.7,16.2,"PrivateCoverage","77to90"
"1460",390.5,45463,286272,23.3,38.42499441,"(45201, 48021.6]",30,29.1,30.7,2.43,37.8,37.82864464,3.782242355,155.8,"HS18_24",6.7,25.3,"PrivateCoverage","Lt77"
"1461",477.3,40124,104173,20.1,28.79824907,"(37413.8, 40362.7]",39,37.6,40.5,2.62,46.9,46.61581243,5.664585192,189.6,"HS18_24",18,13.3,"PrivateCoverage","Lt77"
"1462",496.9,37433,39832,21.2,0,"(37413.8, 40362.7]",46.6,45.4,48,0.0253,48.5,47.36401134,6.101525381,232,"HS18_24",22,7,"PublicCoverage","77to90"
"1463",391.5,38473,8331,24.7,0,"(37413.8, 40362.7]",37.6,36.7,39.4,2.77,41.8,47.55445952,8.315256688,220.4,"HS18_24",27.1,6.8,"PrivateCoverage","77to90"
"1464",293.5,33017,18408,27.7,0,"[22640, 34218.1]",41.5,39.5,44.2,2.52,43.3,46.93075295,11.91053624,166.9,"NoHS18_24",33.2,6.9,"PrivateCoverage","Lt77"
"1465",399.1,51673,363369,14.1,19.26416398,"(51046.4, 54545.6]",46.7,45.2,48.2,2.52,52,51.46038226,4.574507344,146.7,"HS18_24",20.2,16.8,"PrivateCoverage","77to90"
"1466",490.1,39860,343254,17.8,107.7918975,"(37413.8, 40362.7]",48.2,46.6,49.6,2.48,49.5,49.44098815,5.222619682,183.4,"HS18_24",23.4,11.7,"PrivateCoverage","77to90"
"1467",409.8,55472,156283,12.1,102.3783777,"(54545.6, 61494.5]",50.7,49,52.4,2.39,51.1,50.7538094,5.354923743,146.5,"HS18_24",18.6,19.8,"PrivateCoverage","77to90"
"1468",408,42754,2693117,20.4,164.8647274,"(42724.4, 45201]",39,37.5,40.5,3.08,40.7,43.27147205,4.372227998,137.3,"SomeCol18_24",15.4,17.1,"PrivateCoverage","Lt77"
"1469",394.6,57411,77482,14,25.81244676,"(54545.6, 61494.5]",46.8,46.5,47.1,2.55,45.8,46.08439986,4.966521485,168.5,"HS18_24",15,19.2,"PrivateCoverage","77to90"
"1470",490.1,56728,78444,11.7,12.74794758,"(54545.6, 61494.5]",44.2,43.3,45.1,2.66,54.5,55.87154667,6.279473815,176.3,"HS18_24",17.5,15.1,"PrivateCoverage","90to95"
"1471",430.2,55952,198664,12.4,5.033624612,"(54545.6, 61494.5]",36.8,35,38.8,2.5,51.6,49.7916778,5.717229536,182.8,"SomeCol18_24",13.3,17.8,"PrivateCoverage","77to90"
"1472",463.6,36923,52419,22,19.07705221,"(34218.1, 37413.8]",42.2,40.4,44.1,2.56,55.3,55.34237189,4.011185878,211.1,"HS18_24",23.2,7.7,"PrivateCoverage","90to95"
"1473",440.9,37065,39469,25.9,0,"(34218.1, 37413.8]",39.9,39.2,41.2,2.77,45.8,48.67392304,4.691483937,203.3,"NoHS18_24",36.9,7,"PublicCoverage","77to90"
"1474",440.7,47069,1288126,18.2,271.7125499,"(45201, 48021.6]",34.4,33.4,35.3,2.75,42.8,43.90160228,4.907650931,161.7,"HS18_24",11.9,20.8,"PrivateCoverage","Lt77"
"1475",407.5,42945,323993,19.3,33.9513508,"(42724.4, 45201]",35.7,34.2,37.2,3.23,46.4,51.46743486,5.718663568,155.6,"HS18_24",19.4,12.7,"PrivateCoverage","Lt77"
"1476",422.3,52225,1422789,14.9,151.1116546,"(51046.4, 54545.6]",44.1,42.3,45.8,2.54,46.9,45.4432712,5.134424767,144.3,"HS18_24",17.7,21.1,"PrivateCoverage","Lt77"
"1477",470.7,45219,497909,14.7,62.26037288,"(45201, 48021.6]",44.4,43.3,45.5,2.53,51.1,50.5624792,4.73813501,176.4,"HS18_24",16.3,14.2,"PrivateCoverage","77to90"
"1478",430.8,45162,949827,15.2,184.2440781,"(42724.4, 45201]",47.1,45.6,48.5,2.27,44.2,40.13853119,4.507693163,165,"HS18_24",16.2,18.8,"PrivateCoverage","77to90"
"1479",490.2,42768,650092,18.1,66.14448417,"(42724.4, 45201]",40.3,39.1,41.6,2.77,48.3,50.30287152,5.501541209,168.1,"HS18_24",21.9,12.8,"PrivateCoverage","77to90"
"1480",488.3,32054,72023,28.5,97.19117504,"[22640, 34218.1]",44.1,43,45.6,2.57,44.9,43.61160279,4.330954196,211.6,"HS18_24",22.8,7.7,"PublicCoverage","77to90"
"1481",441.8,66560,226640,8.2,30.88598659,"(61494.5, 125635]",42.7,41.8,43.8,2.62,55.4,57.17801166,3.253269113,149.9,"SomeCol18_24",12.7,27.6,"PrivateCoverage","77to90"
"1482",414.6,42722,298563,17.3,110.529436,"(40362.7, 42724.4]",43.9,42.6,45,2.64,49.1,49.87210143,5.736951023,162.4,"HS18_24",21.8,12.8,"PrivateCoverage","Lt77"
"1483",466.5,44852,660367,19.5,284.6901799,"(42724.4, 45201]",37.4,35.7,39.1,2.47,43.9,41.80064309,5.582491665,186.7,"HS18_24",13.2,18.6,"PrivateCoverage","Lt77"
"1484",426.5,58587,167040,11.2,0,"(54545.6, 61494.5]",39.5,38,41.2,2.65,54.8,58.13925734,5.465692312,190.7,"HS18_24",16.2,17.9,"PrivateCoverage","77to90"
"1485",410.8,52109,405549,10.8,199.7292559,"(51046.4, 54545.6]",54,52.2,55.5,2.21,53.5,49.33984074,3.94772339,146.4,"HS18_24",14.6,19.3,"PrivateCoverage","90to95"
"1486",427.8,56443,449144,11.8,22.26457439,"(54545.6, 61494.5]",39.1,37.1,40.5,2.85,46.6,50.37632996,4.236255854,160.8,"SomeCol18_24",11.2,23.6,"PrivateCoverage","77to90"
"1487",444.5,51907,118891,10.9,84.11065598,"(51046.4, 54545.6]",65.3,64.7,65.7,2.05,62.6,61.94550261,6.766413577,142.9,"HS18_24",34.6,16.3,"PrivateCoverage","77to90"
"1488",421.4,38177,43760,23.7,0,"(37413.8, 40362.7]",41.6,40.5,43.6,2.69,47.7,49.34500607,3.38904364,198.7,"HS18_24",29,8.8,"PrivateCoverage","77to90"
"1489",425.5,36374,22493,23.4,0,"(34218.1, 37413.8]",41.2,39.2,44.5,2.44,43.5,48.84944116,8.854568855,198.5,"NoHS18_24",33.1,5.4,"PrivateCoverage","Lt77"
"1490",1206.9,40207,15234,24.3,0,"(37413.8, 40362.7]",40.3,42.3,36.9,2.58,36.4,50.01287664,3.739774055,362.8,"HS18_24",27,5.5,"PrivateCoverage","Lt77"
"1491",422.4,40881,517887,17.7,96.54615775,"(40362.7, 42724.4]",46.3,44.5,47.9,2.46,46.4,46.00309721,4.314909294,178.3,"HS18_24",15.7,14.1,"PrivateCoverage","77to90"
"1492",456.7,51642,31535,15.1,0,"(51046.4, 54545.6]",40,39.5,40.3,2.57,46,49.25638387,2.534634761,209.3,"HS18_24",27.3,11.6,"PrivateCoverage","77to90"
"1493",499.8,68421,133378,7.7,0,"(61494.5, 125635]",35.7,35,36.4,2.88,55.1,58.40512737,5.36432284,169.8,"SomeCol18_24",14,18.6,"PrivateCoverage","77to90"
"1494",472,44402,48689,16.5,20.53851999,"(42724.4, 45201]",38.6,37.5,39.4,2.67,49.9,49.10729277,5.886681383,206.1,"HS18_24",24.1,12.5,"PrivateCoverage","Lt77"
"1495",438.1,38027,48447,20.6,0,"(37413.8, 40362.7]",34.8,33.3,36.2,2.81,46,47.64763538,5.833404093,207.3,"HS18_24",12.7,14.9,"PrivateCoverage","Lt77"
"1496",445.2,29652,14997,26.8,0,"[22640, 34218.1]",41.8,40.8,42.6,2.52,46.5,43.83862255,6.960408685,225.5,"HS18_24",17.3,9.4,"PublicCoverage","Lt77"
"1497",456.9,41800,2216,18,0,"(40362.7, 42724.4]",44.6,42.9,46.9,2.28,60.9,52.40904621,2.195121951,258.7,"HS18_24",28.6,15.3,"PrivateCoverage","77to90"
"1498",458.4,58205,274458,12.6,29.14835785,"(54545.6, 61494.5]",33.2,32.2,34.3,2.59,49.1,50.03827713,4.927709813,169.2,"SomeCol18_24",8.2,19,"PrivateCoverage","77to90"
"1499",372,36566,5651,20.9,0,"(34218.1, 37413.8]",42.3,39.8,43.8,2.51,52.6,49.43181818,4.588744589,195.8,"HS18_24",24,9.4,"PrivateCoverage","Lt77"
"1500",430.1,46071,124648,18.6,216.6099737,"(45201, 48021.6]",31.8,30.6,33.3,2.69,45.7,46.07076781,6.253896381,186.9,"HS18_24",11.8,14.1,"PrivateCoverage","Lt77"
"1501",376.6,41469,5996,17.8,0,"(40362.7, 42724.4]",41.5,40.2,42.7,2.48,58.9,55.70193495,5.31996916,192.4,"HS18_24",27.6,12,"PrivateCoverage","77to90"
"1502",471.1,36953,14818,19.2,0,"(34218.1, 37413.8]",42.3,40.3,44,2.52,49,51.01513474,6.007301693,205.3,"HS18_24",24.1,9.9,"PrivateCoverage","Lt77"
"1503",495.5,46614,70892,15.8,28.211928,"(45201, 48021.6]",40.6,39.2,41.8,2.67,54.5,54.45351855,5.479185579,210.2,"HS18_24",21.6,10.5,"PrivateCoverage","77to90"
"1504",436.7,45574,29744,15.9,0,"(45201, 48021.6]",30.7,29.9,31.4,2.63,50,50.28946353,5.712260808,205.2,"HS18_24",8.2,18.3,"PrivateCoverage","77to90"
"1505",408.4,36424,41459,18.8,0,"(34218.1, 37413.8]",45.8,44.9,46.7,2.47,55,52.93762454,4.550418639,182.4,"HS18_24",22,11.6,"PrivateCoverage","Lt77"
"1506",451.5,50348,4995,12.4,0,"(48021.6, 51046.4]",41.5,38.3,43.4,2.57,59.1,59.69746083,2.164502165,202.1,"NoHS18_24",35.8,17.6,"PrivateCoverage","77to90"
"1507",415.5,52032,4231,12,0,"(51046.4, 54545.6]",44.3,43.2,45.6,2.38,59.3,54.9122807,5.277044855,186.6,"HS18_24",25.4,15.8,"PrivateCoverage","90to95"
"1508",449.4,49136,63569,14.5,251.6950086,"(48021.6, 51046.4]",36.2,34.9,37.3,2.52,55.7,53.62409659,7.18973747,184.6,"HS18_24",18.7,14.5,"PrivateCoverage","77to90"
